date,store_nbr,family,sales,onpromotion
2017-03-23,1,DELI,128.934,5
2017-03-24,1,DELI,226.842,53
2017-03-25,1,DELI,149.002,6
2017-03-26,1,DELI,63.731,5
2017-03-27,1,DELI,147.98,8
2017-03-28,1,DELI,163.049,8
2017-03-29,1,DELI,139.192,6
2017-03-30,1,DELI,185.202,9
2017-03-31,1,DELI,237.304,58
2017-04-01,1,DELI,243.272,9
2017-04-02,1,DELI,86.642,3
2017-04-03,1,DELI,166.12,9
2017-04-04,1,DELI,149.078,7
2017-04-05,1,DELI,216.743,9
2017-04-06,1,DELI,118.808,8
2017-04-07,1,DELI,209.33,58
2017-04-08,1,DELI,181.827,8
2017-04-09,1,DELI,83.347,6
2017-04-10,1,DELI,127.761,3
2017-04-11,1,DELI,143.269,4
2017-04-12,1,DELI,114.306,7
2017-04-13,1,DELI,140.374,5
2017-04-14,1,DELI,34.385,25
2017-04-15,1,DELI,101.421,3
2017-04-16,1,DELI,57.565,4
2017-04-17,1,DELI,177.245,4
2017-04-18,1,DELI,146.823,4
2017-04-19,1,DELI,162.371,4
2017-04-20,1,DELI,93.429,2
2017-04-21,1,DELI,191.298,54
2017-04-22,1,DELI,167.879,2
2017-04-23,1,DELI,54.598,1
2017-04-24,1,DELI,159.285,3
2017-04-25,1,DELI,139.501,3
2017-04-26,1,DELI,120.432,3
2017-04-27,1,DELI,111.918,2
2017-04-28,1,DELI,211.59,54
2017-04-29,1,DELI,120.647,3
2017-04-30,1,DELI,60.114,0
2017-05-01,1,DELI,52.673,1
2017-05-02,1,DELI,172.269,2
2017-05-03,1,DELI,165.995,1
2017-05-04,1,DELI,133.78,1
2017-05-05,1,DELI,149.824,48
2017-05-06,1,DELI,160.679,1
2017-05-07,1,DELI,70.833,0
2017-05-08,1,DELI,163.067,8
2017-05-09,1,DELI,94.888,6
2017-05-10,1,DELI,132.358,4
2017-05-11,1,DELI,115.962,5
2017-05-12,1,DELI,185.286,53
2017-05-13,1,DELI,183.368,10
2017-05-14,1,DELI,62.698,4
2017-05-15,1,DELI,127.835,8
2017-05-16,1,DELI,142.449,7
2017-05-17,1,DELI,144.168,9
2017-05-18,1,DELI,132.686,6
2017-05-19,1,DELI,177.191,56
2017-05-20,1,DELI,140.261,8
2017-05-21,1,DELI,75.683,8
2017-05-22,1,DELI,129.027,9
2017-05-23,1,DELI,127.909,9
2017-05-24,1,DELI,166.068,8
2017-05-25,1,DELI,122.562,7
2017-05-26,1,DELI,82.697,36
2017-05-27,1,DELI,99.587,7
2017-05-28,1,DELI,61.741,5
2017-05-29,1,DELI,147.152,8
2017-05-30,1,DELI,153.41,7
2017-05-31,1,DELI,157.443,7
2017-06-01,1,DELI,89.499,0
2017-06-02,1,DELI,217.501,53
2017-06-03,1,DELI,158.878,8
2017-06-04,1,DELI,87.502,6
2017-06-05,1,DELI,120.684,4
2017-06-06,1,DELI,179.062,5
2017-06-07,1,DELI,137.834,7
2017-06-08,1,DELI,140.974,6
2017-06-09,1,DELI,198.992,54
2017-06-10,1,DELI,107.817,8
2017-06-11,1,DELI,93.043,6
2017-06-12,1,DELI,142.837,6
2017-06-13,1,DELI,127.633,6
2017-06-14,1,DELI,121.333,8
2017-06-15,1,DELI,124.892,6
2017-06-16,1,DELI,133.194,46
2017-06-17,1,DELI,166.304,2
2017-06-18,1,DELI,62.162,0
2017-06-19,1,DELI,140.827,2
2017-06-20,1,DELI,127.118,3
2017-06-21,1,DELI,151.728,3
2017-06-22,1,DELI,130.453,1
2017-06-23,1,DELI,159.98,52
2017-06-24,1,DELI,149.693,1
2017-06-25,1,DELI,61.382,1
2017-06-26,1,DELI,116.363,1
2017-06-27,1,DELI,120.733,1
2017-06-28,1,DELI,166.777,1
2017-06-29,1,DELI,110.423996,1
2017-06-30,1,DELI,176.74,53
2017-07-01,1,DELI,159.367,0
2017-07-02,1,DELI,74.479004,2
2017-07-03,1,DELI,162.576,1
2017-07-04,1,DELI,144.405,1
2017-07-05,1,DELI,164.529,13
2017-07-06,1,DELI,123.136,13
2017-07-07,1,DELI,155.454,51
2017-07-08,1,DELI,126.255,9
2017-07-09,1,DELI,75.875,7
2017-07-10,1,DELI,135.753,11
2017-07-11,1,DELI,114.049,13
2017-07-12,1,DELI,122.322,12
2017-07-13,1,DELI,118.337,10
2017-07-14,1,DELI,209.174,55
2017-07-15,1,DELI,121.789,9
2017-07-16,1,DELI,62.795,11
2017-07-17,1,DELI,176.483,13
2017-07-18,1,DELI,164.567,13
2017-07-19,1,DELI,158.587,11
2017-07-20,1,DELI,127.906,10
2017-07-21,1,DELI,143.225,45
2017-07-22,1,DELI,143.608,11
2017-07-23,1,DELI,45.012,4
2017-07-24,1,DELI,157.249,10
2017-07-25,1,DELI,150.592,11
2017-07-26,1,DELI,135.268,15
2017-07-27,1,DELI,116.137,8
2017-07-28,1,DELI,178.409,54
2017-07-29,1,DELI,122.68,4
2017-07-30,1,DELI,54.296,2
2017-07-31,1,DELI,189.11,6
2017-01-01,1,EGGS,0.0,0
2017-01-02,1,EGGS,76.0,0
2017-01-03,1,EGGS,202.0,0
2017-01-04,1,EGGS,197.0,0
2017-01-05,1,EGGS,159.0,1
2017-01-06,1,EGGS,169.0,27
2017-01-07,1,EGGS,153.0,1
2017-01-08,1,EGGS,91.0,1
2017-01-09,1,EGGS,166.0,2
2017-01-10,1,EGGS,117.0,2
2017-01-11,1,EGGS,134.0,2
2017-01-12,1,EGGS,119.0,2
2017-01-13,1,EGGS,176.0,30
2017-01-14,1,EGGS,171.0,2
2017-01-15,1,EGGS,88.0,2
2017-01-16,1,EGGS,159.0,2
2017-01-17,1,EGGS,140.0,2
2017-01-18,1,EGGS,155.0,2
2017-01-19,1,EGGS,110.0,2
2017-01-20,1,EGGS,134.0,27
2017-01-21,1,EGGS,212.0,2
2017-01-22,1,EGGS,83.0,2
2017-01-23,1,EGGS,145.0,2
2017-01-24,1,EGGS,122.0,1
2017-01-25,1,EGGS,148.0,2
2017-01-26,1,EGGS,127.0,2
2017-01-27,1,EGGS,153.0,28
2017-01-28,1,EGGS,161.0,2
2017-01-29,1,EGGS,82.0,1
2017-01-30,1,EGGS,135.0,2
2017-01-31,1,EGGS,141.0,2
2017-02-01,1,EGGS,170.0,0
2017-02-02,1,EGGS,117.0,0
2017-02-03,1,EGGS,153.0,28
2017-02-04,1,EGGS,159.0,0
2017-02-05,1,EGGS,75.0,0
2017-02-06,1,EGGS,143.0,0
2017-02-07,1,EGGS,147.0,0
2017-02-08,1,EGGS,131.0,0
2017-02-09,1,EGGS,106.0,0
2017-02-10,1,EGGS,145.0,27
2017-02-11,1,EGGS,187.0,0
2017-02-12,1,EGGS,72.0,0
2017-02-13,1,EGGS,144.0,0
2017-02-14,1,EGGS,119.0,0
2017-02-15,1,EGGS,142.0,1
2017-02-16,1,EGGS,125.0,1
2017-02-17,1,EGGS,158.0,30
2017-02-18,1,EGGS,169.0,1
2017-02-19,1,EGGS,75.0,1
2017-02-20,1,EGGS,152.0,1
2017-02-21,1,EGGS,123.0,1
2017-02-22,1,EGGS,165.0,1
2017-02-23,1,EGGS,93.0,1
2017-02-24,1,EGGS,175.0,27
2017-02-25,1,EGGS,136.0,1
2017-02-26,1,EGGS,53.0,1
2017-02-27,1,EGGS,35.0,1
2017-02-28,1,EGGS,74.0,1
2017-03-01,1,EGGS,215.0,4
2017-03-02,1,EGGS,160.0,1
2017-03-03,1,EGGS,187.0,27
2017-03-04,1,EGGS,172.0,1
2017-03-05,1,EGGS,77.0,1
2017-03-06,1,EGGS,133.0,1
2017-03-07,1,EGGS,153.0,1
2017-03-08,1,EGGS,168.0,1
2017-03-09,1,EGGS,114.0,0
2017-03-10,1,EGGS,150.0,28
2017-03-11,1,EGGS,165.0,0
2017-03-12,1,EGGS,87.0,0
2017-03-13,1,EGGS,181.0,0
2017-03-14,1,EGGS,139.0,0
2017-03-15,1,EGGS,166.0,0
2017-03-16,1,EGGS,126.0,0
2017-03-17,1,EGGS,175.0,31
2017-03-18,1,EGGS,153.0,0
2017-03-19,1,EGGS,103.0,0
2017-03-20,1,EGGS,174.0,0
2017-03-21,1,EGGS,123.0,0
2017-03-22,1,EGGS,158.0,0
2017-03-23,1,EGGS,115.0,0
2017-03-24,1,EGGS,182.0,27
2017-03-25,1,EGGS,168.0,2
2017-03-26,1,EGGS,99.0,1
2017-03-27,1,EGGS,169.0,2
2017-03-28,1,EGGS,125.0,1
2017-03-29,1,EGGS,183.0,2
2017-03-30,1,EGGS,131.0,1
2017-03-31,1,EGGS,193.0,29
2017-04-01,1,EGGS,231.0,2
2017-04-02,1,EGGS,84.0,2
2017-04-03,1,EGGS,113.0,2
2017-04-04,1,EGGS,142.0,2
2017-04-05,1,EGGS,178.0,2
2017-04-06,1,EGGS,135.0,2
2017-04-07,1,EGGS,179.0,28
2017-04-08,1,EGGS,163.0,1
2017-04-09,1,EGGS,91.0,3
2017-04-10,1,EGGS,155.0,2
2017-04-11,1,EGGS,137.0,3
2017-04-12,1,EGGS,168.0,2
2017-04-13,1,EGGS,144.0,2
2017-04-14,1,EGGS,69.0,22
2017-04-15,1,EGGS,141.0,0
2017-04-16,1,EGGS,62.0,1
2017-04-17,1,EGGS,154.0,0
2017-04-18,1,EGGS,123.0,0
2017-04-19,1,EGGS,170.0,2
2017-04-20,1,EGGS,103.0,1
2017-04-21,1,EGGS,164.0,28
2017-04-22,1,EGGS,166.0,1
2017-04-23,1,EGGS,74.0,1
2017-04-24,1,EGGS,152.0,1
2017-04-25,1,EGGS,126.0,1
2017-04-26,1,EGGS,172.0,1
2017-04-27,1,EGGS,119.0,1
2017-04-28,1,EGGS,143.0,28
2017-04-29,1,EGGS,144.0,1
2017-04-30,1,EGGS,64.0,1
2017-05-01,1,EGGS,67.0,1
2017-05-02,1,EGGS,180.0,2
2017-05-03,1,EGGS,151.0,1
2017-05-04,1,EGGS,102.0,1
2017-05-05,1,EGGS,164.0,27
2017-05-06,1,EGGS,157.0,2
2017-05-07,1,EGGS,78.0,2
2017-05-08,1,EGGS,160.0,1
2017-05-09,1,EGGS,122.0,1
2017-05-10,1,EGGS,139.0,1
2017-05-11,1,EGGS,113.0,1
2017-05-12,1,EGGS,162.0,29
2017-05-13,1,EGGS,183.0,1
2017-05-14,1,EGGS,78.0,1
2017-05-15,1,EGGS,183.0,1
2017-05-16,1,EGGS,157.0,2
2017-05-17,1,EGGS,136.0,1
2017-05-18,1,EGGS,108.0,2
2017-05-19,1,EGGS,170.0,29
2017-05-20,1,EGGS,168.0,1
2017-05-21,1,EGGS,90.0,1
2017-05-22,1,EGGS,156.0,1
2017-05-23,1,EGGS,134.0,1
2017-05-24,1,EGGS,154.0,1
2017-05-25,1,EGGS,125.0,1
2017-05-26,1,EGGS,90.0,23
2017-05-27,1,EGGS,155.0,2
2017-05-28,1,EGGS,70.0,1
2017-05-29,1,EGGS,140.0,1
2017-05-30,1,EGGS,141.0,1
2017-05-31,1,EGGS,139.0,1
2017-06-01,1,EGGS,149.0,0
2017-06-02,1,EGGS,220.0,27
2017-06-03,1,EGGS,199.0,3
2017-06-04,1,EGGS,98.0,3
2017-06-05,1,EGGS,159.0,3
2017-06-06,1,EGGS,173.0,3
2017-06-07,1,EGGS,199.0,3
2017-06-08,1,EGGS,143.0,3
2017-06-09,1,EGGS,196.0,28
2017-06-10,1,EGGS,192.0,4
2017-06-11,1,EGGS,95.0,3
2017-06-12,1,EGGS,184.0,3
2017-06-13,1,EGGS,163.0,3
2017-06-14,1,EGGS,166.0,2
2017-06-15,1,EGGS,154.0,4
2017-06-16,1,EGGS,172.0,26
2017-06-17,1,EGGS,223.0,3
2017-06-18,1,EGGS,90.0,3
2017-06-19,1,EGGS,198.0,3
2017-06-20,1,EGGS,170.0,3
2017-06-21,1,EGGS,167.0,3
2017-06-22,1,EGGS,128.0,0
2017-06-23,1,EGGS,145.0,28
2017-06-24,1,EGGS,148.0,0
2017-06-25,1,EGGS,67.0,0
2017-06-26,1,EGGS,164.0,0
2017-06-27,1,EGGS,120.0,0
2017-06-28,1,EGGS,164.0,0
2017-06-29,1,EGGS,118.0,0
2017-06-30,1,EGGS,133.0,26
2017-07-01,1,EGGS,154.0,0
2017-07-02,1,EGGS,82.0,0
2017-07-03,1,EGGS,168.0,0
2017-07-04,1,EGGS,113.0,0
2017-07-05,1,EGGS,156.0,1
2017-07-06,1,EGGS,124.0,0
2017-07-07,1,EGGS,138.0,24
2017-07-08,1,EGGS,175.0,0
2017-07-09,1,EGGS,88.0,0
2017-07-10,1,EGGS,141.0,0
2017-07-11,1,EGGS,128.0,0
2017-07-12,1,EGGS,169.0,0
2017-07-13,1,EGGS,113.0,0
2017-07-14,1,EGGS,172.0,28
2017-07-15,1,EGGS,169.0,0
2017-07-16,1,EGGS,60.0,0
2017-07-17,1,EGGS,170.0,0
2017-07-18,1,EGGS,143.0,0
2017-07-19,1,EGGS,151.0,0
2017-07-20,1,EGGS,157.0,0
2017-07-21,1,EGGS,157.0,29
2017-07-22,1,EGGS,164.0,0
2017-07-23,1,EGGS,76.0,0
2017-07-24,1,EGGS,162.0,0
2017-07-25,1,EGGS,129.0,0
2017-07-26,1,EGGS,143.0,0
2017-07-27,1,EGGS,127.0,0
2017-07-28,1,EGGS,150.0,25
2017-07-29,1,EGGS,143.0,0
2017-07-30,1,EGGS,83.0,0
2017-07-31,1,EGGS,149.0,0
2017-01-01,1,FROZEN FOODS,0.0,0
2017-01-02,1,FROZEN FOODS,72.15,1
2017-01-03,1,FROZEN FOODS,124.176,1
2017-01-04,1,FROZEN FOODS,115.0,2
2017-01-05,1,FROZEN FOODS,157.514,2
2017-01-06,1,FROZEN FOODS,169.799,4
2017-01-07,1,FROZEN FOODS,111.19,2
2017-01-08,1,FROZEN FOODS,75.6,2
2017-01-09,1,FROZEN FOODS,105.829,1
2017-01-10,1,FROZEN FOODS,77.0,2
2017-01-11,1,FROZEN FOODS,126.0,2
2017-01-12,1,FROZEN FOODS,98.3,1
2017-01-13,1,FROZEN FOODS,171.21,3
2017-01-14,1,FROZEN FOODS,105.0,2
2017-01-15,1,FROZEN FOODS,58.0,2
2017-01-16,1,FROZEN FOODS,91.0,2
2017-01-17,1,FROZEN FOODS,105.724,3
2017-01-18,1,FROZEN FOODS,118.0,3
2017-01-19,1,FROZEN FOODS,117.059,3
2017-01-20,1,FROZEN FOODS,119.601,4
2017-01-21,1,FROZEN FOODS,91.0,3
2017-01-22,1,FROZEN FOODS,36.0,1
2017-01-23,1,FROZEN FOODS,81.803,2
2017-01-24,1,FROZEN FOODS,89.726,3
2017-01-25,1,FROZEN FOODS,129.762,3
2017-01-26,1,FROZEN FOODS,89.0,0
2017-01-27,1,FROZEN FOODS,156.541,2
2017-01-28,1,FROZEN FOODS,123.084,2
2017-01-29,1,FROZEN FOODS,66.0,1
2017-01-30,1,FROZEN FOODS,70.0,1
2017-01-31,1,FROZEN FOODS,78.0,2
2017-02-01,1,FROZEN FOODS,153.0,2
2017-02-02,1,FROZEN FOODS,111.475,2
2017-02-03,1,FROZEN FOODS,110.0,3
2017-02-04,1,FROZEN FOODS,117.265,3
2017-02-05,1,FROZEN FOODS,41.0,2
2017-02-06,1,FROZEN FOODS,87.0,3
2017-02-07,1,FROZEN FOODS,95.841,3
2017-02-08,1,FROZEN FOODS,122.956,4
2017-02-09,1,FROZEN FOODS,97.0,1
2017-02-10,1,FROZEN FOODS,130.0,1
2017-02-11,1,FROZEN FOODS,146.0,1
2017-02-12,1,FROZEN FOODS,64.0,2
2017-02-13,1,FROZEN FOODS,74.0,2
2017-02-14,1,FROZEN FOODS,99.0,1
2017-02-15,1,FROZEN FOODS,101.679,4
2017-02-16,1,FROZEN FOODS,83.255,2
2017-02-17,1,FROZEN FOODS,117.94,3
2017-02-18,1,FROZEN FOODS,106.0,2
2017-02-19,1,FROZEN FOODS,64.0,2
2017-02-20,1,FROZEN FOODS,82.0,0
2017-02-21,1,FROZEN FOODS,64.0,2
2017-02-22,1,FROZEN FOODS,106.0,2
2017-02-23,1,FROZEN FOODS,99.0,2
2017-02-24,1,FROZEN FOODS,135.502,2
2017-02-25,1,FROZEN FOODS,88.0,2
2017-02-26,1,FROZEN FOODS,24.0,2
2017-02-27,1,FROZEN FOODS,22.0,2
2017-02-28,1,FROZEN FOODS,77.471,1
2017-03-01,1,FROZEN FOODS,158.0,1
2017-03-02,1,FROZEN FOODS,84.0,2
2017-03-03,1,FROZEN FOODS,142.0,2
2017-03-04,1,FROZEN FOODS,151.0,2
2017-03-05,1,FROZEN FOODS,50.0,2
2017-03-06,1,FROZEN FOODS,103.26,2
2017-03-07,1,FROZEN FOODS,94.0,2
2017-03-08,1,FROZEN FOODS,126.806,2
2017-03-09,1,FROZEN FOODS,148.48,1
2017-03-10,1,FROZEN FOODS,129.0,2
2017-03-11,1,FROZEN FOODS,109.0,3
2017-03-12,1,FROZEN FOODS,52.0,3
2017-03-13,1,FROZEN FOODS,103.0,2
2017-03-14,1,FROZEN FOODS,72.0,0
2017-03-15,1,FROZEN FOODS,98.415,1
2017-03-16,1,FROZEN FOODS,132.957,2
2017-03-17,1,FROZEN FOODS,160.0,3
2017-03-18,1,FROZEN FOODS,124.0,3
2017-03-19,1,FROZEN FOODS,34.0,3
2017-03-20,1,FROZEN FOODS,115.532,2
2017-03-21,1,FROZEN FOODS,109.0,3
2017-03-22,1,FROZEN FOODS,108.0,2
2017-03-23,1,FROZEN FOODS,121.098,2
2017-03-24,1,FROZEN FOODS,154.0,2
2017-03-25,1,FROZEN FOODS,118.0,2
2017-03-26,1,FROZEN FOODS,37.0,1
2017-03-27,1,FROZEN FOODS,120.831,2
2017-03-28,1,FROZEN FOODS,95.0,2
2017-03-29,1,FROZEN FOODS,165.434,2
2017-03-30,1,FROZEN FOODS,87.0,2
2017-03-31,1,FROZEN FOODS,114.269,3
2017-04-01,1,FROZEN FOODS,132.0,0
2017-04-02,1,FROZEN FOODS,51.0,0
2017-04-03,1,FROZEN FOODS,134.773,0
2017-04-04,1,FROZEN FOODS,83.0,0
2017-04-05,1,FROZEN FOODS,114.0,0
2017-04-06,1,FROZEN FOODS,136.258,0
2017-04-07,1,FROZEN FOODS,131.0,0
2017-04-08,1,FROZEN FOODS,82.0,0
2017-04-09,1,FROZEN FOODS,42.0,0
2017-04-10,1,FROZEN FOODS,101.569,0
2017-04-11,1,FROZEN FOODS,86.0,0
2017-04-12,1,FROZEN FOODS,163.944,3
2017-04-13,1,FROZEN FOODS,148.073,2
2017-04-14,1,FROZEN FOODS,36.0,2
2017-04-15,1,FROZEN FOODS,82.0,1
2017-04-16,1,FROZEN FOODS,40.0,2
2017-04-17,1,FROZEN FOODS,73.0,1
2017-04-18,1,FROZEN FOODS,159.33499,1
2017-04-19,1,FROZEN FOODS,114.0,2
2017-04-20,1,FROZEN FOODS,120.054,1
2017-04-21,1,FROZEN FOODS,145.97,3
2017-04-22,1,FROZEN FOODS,135.0,2
2017-04-23,1,FROZEN FOODS,35.0,2
2017-04-24,1,FROZEN FOODS,123.038,2
2017-04-25,1,FROZEN FOODS,98.19,2
2017-04-26,1,FROZEN FOODS,139.466,4
2017-04-27,1,FROZEN FOODS,90.679,2
2017-04-28,1,FROZEN FOODS,162.693,2
2017-04-29,1,FROZEN FOODS,92.0,1
2017-04-30,1,FROZEN FOODS,58.656,2
2017-05-01,1,FROZEN FOODS,30.0,1
2017-05-02,1,FROZEN FOODS,107.965,1
2017-05-03,1,FROZEN FOODS,134.0,3
2017-05-04,1,FROZEN FOODS,104.454,2
2017-05-05,1,FROZEN FOODS,138.0,3
2017-05-06,1,FROZEN FOODS,133.0,1
2017-05-07,1,FROZEN FOODS,35.0,2
2017-05-08,1,FROZEN FOODS,123.501,0
2017-05-09,1,FROZEN FOODS,149.74,1
2017-05-10,1,FROZEN FOODS,117.831,1
2017-05-11,1,FROZEN FOODS,155.218,2
2017-05-12,1,FROZEN FOODS,151.196,4
2017-05-13,1,FROZEN FOODS,151.66699,2
2017-05-14,1,FROZEN FOODS,56.68,3
2017-05-15,1,FROZEN FOODS,122.726,2
2017-05-16,1,FROZEN FOODS,104.669,3
2017-05-17,1,FROZEN FOODS,115.0,1
2017-05-18,1,FROZEN FOODS,150.0,1
2017-05-19,1,FROZEN FOODS,120.0,2
2017-05-20,1,FROZEN FOODS,101.734,3
2017-05-21,1,FROZEN FOODS,50.0,2
2017-05-22,1,FROZEN FOODS,143.107,1
2017-05-23,1,FROZEN FOODS,142.0,3
2017-05-24,1,FROZEN FOODS,176.068,4
2017-05-25,1,FROZEN FOODS,147.909,2
2017-05-26,1,FROZEN FOODS,72.173996,3
2017-05-27,1,FROZEN FOODS,128.0,3
2017-05-28,1,FROZEN FOODS,37.0,2
2017-05-29,1,FROZEN FOODS,162.657,1
2017-05-30,1,FROZEN FOODS,72.0,3
2017-05-31,1,FROZEN FOODS,168.782,1
2017-06-01,1,FROZEN FOODS,109.0,0
2017-06-02,1,FROZEN FOODS,242.0,2
2017-06-03,1,FROZEN FOODS,133.03,1
2017-06-04,1,FROZEN FOODS,34.0,0
2017-06-05,1,FROZEN FOODS,175.56,1
2017-06-06,1,FROZEN FOODS,105.0,2
2017-06-07,1,FROZEN FOODS,215.23401,1
2017-06-08,1,FROZEN FOODS,96.0,1
2017-06-09,1,FROZEN FOODS,167.932,3
2017-06-10,1,FROZEN FOODS,146.0,1
2017-06-11,1,FROZEN FOODS,65.0,1
2017-06-12,1,FROZEN FOODS,102.864,1
2017-06-13,1,FROZEN FOODS,85.35,0
2017-06-14,1,FROZEN FOODS,179.412,1
2017-06-15,1,FROZEN FOODS,174.645,2
2017-06-16,1,FROZEN FOODS,140.0,1
2017-06-17,1,FROZEN FOODS,169.559,0
2017-06-18,1,FROZEN FOODS,57.0,1
2017-06-19,1,FROZEN FOODS,155.897,1
2017-06-20,1,FROZEN FOODS,93.729004,0
2017-06-21,1,FROZEN FOODS,169.245,1
2017-06-22,1,FROZEN FOODS,82.311,0
2017-06-23,1,FROZEN FOODS,138.187,1
2017-06-24,1,FROZEN FOODS,144.0,0
2017-06-25,1,FROZEN FOODS,42.0,0
2017-06-26,1,FROZEN FOODS,143.611,0
2017-06-27,1,FROZEN FOODS,68.0,0
2017-06-28,1,FROZEN FOODS,128.0,0
2017-06-29,1,FROZEN FOODS,159.77,0
2017-06-30,1,FROZEN FOODS,107.0,1
2017-07-01,1,FROZEN FOODS,125.0,0
2017-07-02,1,FROZEN FOODS,59.0,0
2017-07-03,1,FROZEN FOODS,115.0,0
2017-07-04,1,FROZEN FOODS,135.584,2
2017-07-05,1,FROZEN FOODS,160.22,1
2017-07-06,1,FROZEN FOODS,138.90201,0
2017-07-07,1,FROZEN FOODS,125.0,0
2017-07-08,1,FROZEN FOODS,142.344,0
2017-07-09,1,FROZEN FOODS,39.0,0
2017-07-10,1,FROZEN FOODS,110.321,0
2017-07-11,1,FROZEN FOODS,126.520004,0
2017-07-12,1,FROZEN FOODS,164.215,0
2017-07-13,1,FROZEN FOODS,152.52899,1
2017-07-14,1,FROZEN FOODS,145.616,1
2017-07-15,1,FROZEN FOODS,121.29,1
2017-07-16,1,FROZEN FOODS,40.0,1
2017-07-17,1,FROZEN FOODS,145.241,1
2017-07-18,1,FROZEN FOODS,127.632,1
2017-07-19,1,FROZEN FOODS,151.206,1
2017-07-20,1,FROZEN FOODS,125.658005,1
2017-07-21,1,FROZEN FOODS,149.934,1
2017-07-22,1,FROZEN FOODS,181.0,1
2017-07-23,1,FROZEN FOODS,70.0,1
2017-07-24,1,FROZEN FOODS,131.623,1
2017-07-25,1,FROZEN FOODS,123.389,1
2017-07-26,1,FROZEN FOODS,157.342,1
2017-07-27,1,FROZEN FOODS,130.785,1
2017-07-28,1,FROZEN FOODS,121.0,1
2017-07-29,1,FROZEN FOODS,133.5,1
2017-07-30,1,FROZEN FOODS,37.0,1
2017-07-31,1,FROZEN FOODS,158.354,2
2017-01-01,1,GROCERY I,0.0,0
2017-01-02,1,GROCERY I,1218.0,55
2017-01-03,1,GROCERY I,3507.0,78
2017-01-04,1,GROCERY I,3665.0,109
2017-01-05,1,GROCERY I,3085.0,49
2017-01-06,1,GROCERY I,3012.0,62
2017-01-07,1,GROCERY I,2898.0,49
2017-01-08,1,GROCERY I,1426.0,43
2017-01-09,1,GROCERY I,2850.0,50
2017-01-10,1,GROCERY I,2939.0,52
2017-01-11,1,GROCERY I,3265.0,48
2017-01-12,1,GROCERY I,2736.0,51
2017-01-13,1,GROCERY I,3014.0,65
2017-01-14,1,GROCERY I,2905.0,54
2017-01-15,1,GROCERY I,1410.0,50
2017-01-16,1,GROCERY I,2719.0,49
2017-01-17,1,GROCERY I,3896.0,63
2017-01-18,1,GROCERY I,3068.0,59
2017-01-19,1,GROCERY I,2395.0,48
2017-01-20,1,GROCERY I,2523.0,48
2017-01-21,1,GROCERY I,3212.0,51
2017-01-22,1,GROCERY I,1190.0,33
2017-01-23,1,GROCERY I,3208.0,49
2017-01-24,1,GROCERY I,2657.0,56
2017-01-25,1,GROCERY I,2830.0,56
2017-01-26,1,GROCERY I,2524.0,23
2017-01-27,1,GROCERY I,3039.0,31
2017-01-28,1,GROCERY I,2792.0,29
2017-01-29,1,GROCERY I,1354.0,23
2017-01-30,1,GROCERY I,2792.0,27
2017-01-31,1,GROCERY I,2463.0,32
2017-02-01,1,GROCERY I,3307.0,57
2017-02-02,1,GROCERY I,2807.0,27
2017-02-03,1,GROCERY I,3091.0,35
2017-02-04,1,GROCERY I,3198.0,44
2017-02-05,1,GROCERY I,1256.0,45
2017-02-06,1,GROCERY I,2561.0,37
2017-02-07,1,GROCERY I,2842.0,49
2017-02-08,1,GROCERY I,2993.0,68
2017-02-09,1,GROCERY I,2638.0,35
2017-02-10,1,GROCERY I,3484.0,39
2017-02-11,1,GROCERY I,2885.0,41
2017-02-12,1,GROCERY I,1210.0,30
2017-02-13,1,GROCERY I,3257.0,37
2017-02-14,1,GROCERY I,2848.0,26
2017-02-15,1,GROCERY I,2740.0,51
2017-02-16,1,GROCERY I,2643.0,53
2017-02-17,1,GROCERY I,2946.0,53
2017-02-18,1,GROCERY I,3462.0,54
2017-02-19,1,GROCERY I,1079.0,37
2017-02-20,1,GROCERY I,2697.0,54
2017-02-21,1,GROCERY I,2831.0,57
2017-02-22,1,GROCERY I,3362.0,69
2017-02-23,1,GROCERY I,2983.0,69
2017-02-24,1,GROCERY I,3120.0,66
2017-02-25,1,GROCERY I,2741.0,67
2017-02-26,1,GROCERY I,927.0,50
2017-02-27,1,GROCERY I,762.0,52
2017-02-28,1,GROCERY I,1392.0,53
2017-03-01,1,GROCERY I,3628.0,71
2017-03-02,1,GROCERY I,3323.0,52
2017-03-03,1,GROCERY I,3391.0,56
2017-03-04,1,GROCERY I,3002.0,55
2017-03-05,1,GROCERY I,1337.0,41
2017-03-06,1,GROCERY I,2819.0,39
2017-03-07,1,GROCERY I,4917.0,41
2017-03-08,1,GROCERY I,3218.0,40
2017-03-09,1,GROCERY I,2700.0,28
2017-03-10,1,GROCERY I,2966.0,28
2017-03-11,1,GROCERY I,3023.0,21
2017-03-12,1,GROCERY I,1438.0,21
2017-03-13,1,GROCERY I,2858.0,22
2017-03-14,1,GROCERY I,2775.0,22
2017-03-15,1,GROCERY I,3097.0,26
2017-03-16,1,GROCERY I,2933.0,22
2017-03-17,1,GROCERY I,3456.0,20
2017-03-18,1,GROCERY I,3015.0,20
2017-03-19,1,GROCERY I,1458.0,19
2017-03-20,1,GROCERY I,3157.0,19
2017-03-21,1,GROCERY I,3562.0,21
2017-03-22,1,GROCERY I,3074.0,27
2017-03-23,1,GROCERY I,2728.0,22
2017-03-24,1,GROCERY I,3321.0,24
2017-03-25,1,GROCERY I,2853.0,25
